1	0	2	0
1	1	4	1
1	1	26	1
1	1	24	1
1	1	7	0
1	1	31	1
1	1	10	0
1	1	33	1
1	1	24	1
1	1	27	1
1	1	23	0
1	1	39	1
1	1	20	1
1	2	28	0
2	0	2	0
2	1	4	1
2	1	26	1
2	1	24	1
2	1	7	0
2	1	31	1
2	1	26	0
2	1	33	1
2	1	24	1
2	1	27	1
2	1	21	0
2	1	39	1
2	1	20	1
2	2	28	0
3	0	2	0
3	1	24	1
3	1	25	1
3	1	14	0
3	1	35	1
3	1	20	1
3	1	28	0
3	1	41	1
3	1	27	1
3	1	21	0
3	1	39	1
3	2	12	0
3	3	25	1
3	3	16	0
3	3	35	1
4	0	2	0
4	1	4	0
4	1	37	1
4	1	26	0
4	1	33	1
4	1	24	1
4	1	5	0
4	1	31	1
4	1	26	0
4	1	33	1
4	1	24	1
4	1	27	1
4	1	23	0
4	1	39	1
4	1	20	1
4	2	28	0
5	0	2	0
5	1	8	0
5	1	37	1
5	1	26	0
5	1	33	1
5	1	24	1
5	1	7	0
5	1	31	1
5	1	10	0
5	1	33	1
5	1	24	1
5	1	27	1
5	1	23	0
5	1	39	1
5	1	20	1
5	2	28	0
6	0	2	0
6	1	24	1
6	1	25	1
6	1	11	0
6	1	35	1
6	1	20	1
6	1	17	0
6	1	41	1
6	1	27	1
6	1	21	0
6	1	39	1
6	2	15	0
6	3	5	0
7	0	2	0
7	1	8	0
7	1	37	1
7	1	10	0
7	1	33	1
7	1	24	1
7	1	5	0
7	1	31	1
7	1	10	0
7	1	33	1
7	1	24	1
7	1	27	1
7	1	21	0
7	1	39	1
7	1	20	1
7	2	18	0
8	0	2	0
8	1	8	0
8	1	37	1
8	1	10	0
8	1	33	1
8	1	24	1
8	1	6	0
8	1	31	1
8	1	26	0
8	1	33	1
8	1	24	1
8	1	27	1
8	1	23	0
8	1	39	1
8	1	20	1
8	2	28	0
9	0	2	0
9	1	4	0
9	1	37	1
9	1	26	0
9	1	33	1
9	1	24	1
9	1	6	0
9	1	31	1
9	1	10	0
9	1	33	1
9	1	24	1
9	1	27	1
9	1	23	0
9	1	39	1
9	1	20	1
9	2	18	0
10	0	2	0
10	1	4	0
10	1	37	1
10	1	26	0
10	1	33	1
10	1	24	1
10	1	6	0
10	1	31	1
10	1	26	0
10	1	33	1
10	1	24	1
10	1	27	1
10	1	21	0
10	1	39	1
10	1	20	1
10	2	18	0
11	0	2	0
11	1	24	1
11	1	25	1
11	1	19	0
11	1	35	1
11	1	20	1
11	1	18	0
11	1	41	1
11	1	27	1
11	1	21	0
11	1	39	1
11	2	29	0
11	3	25	1
11	3	19	0
11	3	35	1
12	0	2	0
12	1	4	1
12	1	26	1
12	1	24	1
12	1	8	0
12	1	31	1
12	1	10	0
12	1	33	1
12	1	24	1
12	1	27	1
12	1	23	0
